double,gene_a,gene_b,n_ab,n_a,n_b,n_eff,excess_raw,null_mu,null_q95,lam,excess_ratio,excess_z,sig_expr,n_sig_genes,n_sig_de20,rel_resid,rel_resid_de20,pearson_add_all,pearson_add_de20,norm_delta,norm_resid,u_ab,u_a,u_b,rho_mass,mass_se_poisson,z_mass_poisson,q_mass,sig_mass
CBL+UBASH3A,CBL,UBASH3A,48,522,671,41.0,1.865734190070349,1.4719887314159348,1.5136474756270286,1.5517499035950462,1.2674921690981036,13.77428044045224,True,61,8,0.7044018817093964,0.4441395442218022,0.7001155360656689,0.944524832668743,8.01739215934443,5.647466123444378,-1.6422277352570913,0.25131442828090655,0.5024159773699495,-2.3959581409079473,0.15607804962321556,-15.351025635520017,2.4210461413634266e-52,True
CBL+UBASH3B,CBL,UBASH3B,311,522,968,158.7,2.0152471802478567,1.0693658377168205,1.098029633536697,1.3046960561487966,1.8845254908746352,57.535303475649705,True,158,13,0.4722802751604018,0.38512511388031656,0.8991679729939905,0.9711793660414034,9.589857553005762,4.5291005638826185,0.22636416601425147,0.25131442828090655,0.8688789276748441,-0.8938291899414992,0.07870814656728205,-11.356247465151878,2.0071874685550655e-29,True
CDKN1B+CDKN1A,CDKN1B,CDKN1A,98,406,274,60.8,1.4572430584667468,1.2653382880139143,1.300926073454746,1.4563568668078084,1.1516628179757746,9.012088146089916,True,7,0,0.5226414781312061,0.319063521997306,0.9238893476282732,0.9926648354031206,8.26133518636502,4.317716433139157,-0.9284612674944102,0.0,-0.3932250532136621,-0.5352362142807481,0.12805555008919348,-4.179718988422949,3.840388661133571e-05,True
CDKN1C+CDKN1A,CDKN1C,CDKN1A,80,164,274,44.7,1.7067598604023118,1.41114736585003,1.449878529199428,1.5299648581582894,1.2094837872401896,11.432685170917182,True,39,0,0.6843610269399504,0.36434366379341937,0.9010764086537265,0.994229592339046,8.29343267097986,5.675702099569112,-1.1314021114911013,-0.9064867317775338,-0.3932250532136621,0.16830967350009463,0.14952676566237508,1.1256156899703866,0.2805261034205654,False
CDKN1C+CDKN1B,CDKN1C,CDKN1B,78,164,406,46.5,1.5570734222174354,1.382988711928705,1.4203649297481267,1.5198822844124802,1.1258757275364548,7.07838251617495,True,6,0,0.699211981708533,0.3533529549563936,0.8844614144873606,0.9917486947172375,7.562780548477993,5.2879867745280436,-1.1567199194753908,-0.9064867317775338,0.0,-0.25023318769785696,0.14658738766781623,-1.7070581015122117,0.09628426939716263,False
CEBPB+CEBPA,CEBPB,CEBPA,50,402,387,39.7,2.529541373253359,1.4959441669286486,1.5387556050986682,1.5603274601019996,1.6909330101850046,34.848221203222,True,167,2,0.7795585989337716,0.6591933183559325,0.9063871136392478,0.9972531794042111,13.704105620829534,10.683153377414294,-1.6014057407368365,-0.009901070982711424,-0.0479284665719506,-1.5435762031821745,0.15873467875977762,-9.724253170399884,5.121612345404599e-22,True
CEBPB+MAPK1,CEBPB,MAPK1,331,402,648,139.1,2.3810134192932493,1.0790879265378006,1.1098616442656524,1.3143301597142403,2.2065054762799647,78.92491641765375,True,331,16,0.7001726910945586,0.4018442196747471,0.940005600113212,0.9962980169505983,7.767435308973245,5.438546083186691,0.2886896292120804,-0.009901070982711424,0.4675375367505419,-0.16894683655575005,0.08418505313448207,-2.0068507444648707,0.050411664201025504,False
CEBPB+OSR2,CEBPB,OSR2,185,402,833,108.3,1.4982101154616967,1.2087983007355225,1.246395391634871,1.4182832084580577,1.2394210965965742,14.18263933926706,True,32,5,0.43194961997487835,0.26913976623862235,0.9344147756149337,0.9783447955908909,9.235586185676743,3.9893079431483054,-0.29307292108665806,-0.009901070982711424,0.7186804825651105,-1.0018523326690572,0.09559729142938497,-10.479923831409986,2.6707436766893915e-25,True
CEBPB+PTPN12,CEBPB,PTPN12,262,402,353,107.8,2.020698084063426,1.2096320741116573,1.2467536847811667,1.4183607658238009,1.6705063690936006,40.03797392647287,True,138,4,0.8512112806030278,0.2612834006334513,0.8709858590943365,0.9862955883875362,5.992471188159146,5.100859074049694,0.05491575759611411,-0.009901070982711424,-0.139885102668436,0.20470193124726155,0.0958270844314746,2.1361594424136188,0.03712093182710859,True
CEBPE+CEBPA,CEBPE,CEBPA,141,1009,387,92.6,3.3664419186296857,1.1710219200458336,1.2070636537189199,1.3817780358016767,2.8747898403967738,110.93713745304254,True,759,16,0.7774115465975445,0.7220285933296104,0.9563718043011761,0.9883392382040889,13.34604745918628,10.375371396210236,-0.564668855786814,0.910361860751876,-0.0479284665719506,-1.4271022499667394,0.10353989069443197,-13.783115284315095,1.6103416284445974e-42,True
CEBPE+CEBPB,CEBPE,CEBPB,90,1009,402,67.9,2.0179990386949274,1.2331818002916886,1.2696859465000048,1.4312294401348806,1.6364164944841089,37.178210561935565,True,108,8,0.592317401350601,0.42190839746470377,0.9179088467783999,0.9837528132123811,11.724206244981785,6.944451375926098,-1.0136190758347174,0.910361860751876,-0.009901070982711424,-1.914079865603882,0.12108916296706106,-15.807193795901902,2.168418146852064e-55,True
CEBPE+CNN1,CEBPE,CNN1,190,1009,624,125.1,2.47961474942865,1.0983095710030146,1.1257142993006044,1.3307910983999682,2.257664701186369,86.53982957924467,True,327,11,0.9171559029657933,0.5013195636968482,0.8705829034509034,0.956148522992118,6.212325001878278,5.697670546614646,-0.2664046740044963,0.910361860751876,0.42979720876769534,-1.6065637435240676,0.08885957068770904,-18.079805372571823,5.223882405790272e-72,True
CEBPE+KLF1,CEBPE,KLF1,381,1009,1629,229.0,5.317211351395612,1.0452106109832529,1.0742544930503886,1.241341541367444,5.087215242097086,256.34942942716384,True,1606,13,1.7061776452184492,0.45687818423358534,0.6113237686402301,0.9172395325286984,4.070536703797943,6.945058728061243,0.42937062896171874,0.910361860751876,1.3893684490003126,-1.8703596807904699,0.06519769902238534,-28.68751058451143,3.413717208312935e-179,True
CEBPE+PTPN12,CEBPE,PTPN12,309,1009,353,138.9,3.0663995442454706,1.079669283460246,1.1106285846833301,1.3148589883435986,2.840128538637246,119.90555462420578,True,578,14,1.1853932013719068,0.8345691761417977,0.8601401387258917,0.9487097291729414,5.161519376515961,6.118429977671383,0.2199125307327634,0.910361860751876,-0.139885102668436,-0.5505642273506766,0.08423438586306106,-6.53609831317252,9.866315064185141e-11,True
CEBPE+RUNX1T1,CEBPE,RUNX1T1,1005,1009,624,268.4,3.2668479932277976,1.052170746327422,1.0791058239297213,1.2307576670841414,3.104864875430776,133.87935052698336,True,830,17,1.0076687536937396,0.5859751802780928,0.9425055712009037,0.9916132809489755,4.965185437874743,5.003262222041547,1.3993140743281938,0.910361860751876,0.42979720876769534,0.05915500480862246,0.060054840218847605,0.9850164381930577,0.34681196216702787,False
CEBPE+SPI1,CEBPE,SPI1,149,1009,488,101.1,2.0454062463220297,1.2133149426684864,1.242661464591529,1.4126659208677654,1.6857999307446883,47.102680077087406,True,148,3,0.3868630250125641,0.17080198295671495,0.9426415758194253,0.9900557079859997,14.92319295907809,5.773231570995147,-0.5094824402195233,0.910361860751876,0.183962246251415,-1.6038065472228142,0.09899671801597804,-16.200603205491724,4.458468754528802e-58,True
CNN1+MAPK1,CNN1,MAPK1,312,624,648,154.1,1.4939050458101661,1.0686060744032322,1.0967563740693904,1.3042204998054434,1.3979941548099883,26.540251059819536,True,32,2,0.6454623785163643,0.2767783394574088,0.8631811462514024,0.9714598013727812,5.214023197618582,3.3654558147743896,0.22957444164450003,0.42979720876769534,0.4675375367505419,-0.6677603038737372,0.07989121218069346,-8.358369908863498,1.1355497649476908e-16,True
CNN1+UBASH3A,CNN1,UBASH3A,137,624,671,95.0,2.281020355065074,1.183341030805156,1.2174325833374473,1.3907750583281904,1.9276102963429294,57.25727109900339,True,176,14,0.607819183649145,0.45767379814071396,0.8338024590779225,0.9311062546174433,10.579148035709826,6.430209122768603,-0.5934478203368574,0.42979720876769534,0.5024159773699495,-1.5256610064745022,0.10219601053485633,-14.928772644741743,1.3385744763969348e-49,True
DUSP9+ETS2,DUSP9,ETS2,680,645,1010,241.0,2.097501087034765,1.0474619007944141,1.075823679745639,1.2379181354768427,2.002460505192582,63.15964815582014,True,217,6,0.6501851136316247,0.2853179176080338,0.8698917467070096,0.9316569828441471,5.491727960473265,3.5706397680142805,1.0086640520051695,0.4628971571940399,0.9113524502335721,-0.36558555542244253,0.06349092897313353,-5.758075387070516,1.2366040823529614e-08,True
DUSP9+IGDCC3,DUSP9,IGDCC3,314,645,498,145.3,1.510927659581943,1.067078718909569,1.0941967350246136,1.3032644868201149,1.4159477017083952,29.2203496171499,True,42,9,0.42360335357048046,0.2995543164533592,0.9478857865495546,0.9923296187059591,8.388859957075097,3.553549210450128,0.23596423974327063,0.4628971571940399,0.20424691742292023,-0.4311798348736895,0.0823212895366338,-5.237768228616124,2.2827245562100385e-07,True
DUSP9+KLF1,DUSP9,KLF1,314,645,1629,182.3,1.5691602018150623,1.0458572661088366,1.0765422094613717,1.2668560814807424,1.5003578907599888,31.323567870498575,True,72,7,0.407620970659636,0.1976264761588261,0.9221314975535132,0.9770109253159355,8.039538822291865,3.277084618398437,0.23596423974327063,0.4628971571940399,1.3893684490003126,-1.616301366451082,0.07331900509233302,-22.044780400601738,2.6799811645054724e-106,True
DUSP9+MAPK1,DUSP9,MAPK1,244,645,648,136.4,2.9633428564098754,1.0888463104562007,1.1227351454648093,1.3232068284061898,2.721543736662252,105.7397911933604,True,542,12,1.522552272774923,0.6524720323072787,0.7390603406651799,0.9459852467385037,3.887801244188339,5.919380620436129,-0.016260520871780315,0.4628971571940399,0.4675375367505419,-0.9466952148163621,0.08501682342994209,-11.135386816663223,2.3970990894553735e-28,True
DUSP9+PRTG,DUSP9,PRTG,236,645,579,130.7,1.5415645207950046,1.090434392431025,1.120259102890413,1.3244773573865876,1.413715975482235,27.105108302787162,True,40,10,0.43153055302275173,0.35320591999026885,0.943925606693169,0.9943248924797131,8.75796352097145,3.7793288415578954,-0.049596941139371964,0.4628971571940399,0.35494931797126306,-0.8674434163046749,0.08690399970552744,-9.981628224753642,4.246102883848963e-23,True
DUSP9+SNAI1,DUSP9,SNAI1,158,645,372,93.4,2.0950968965266346,1.1754445860245062,1.2107861880117794,1.3850080437312062,1.7823867849121686,46.99866823232857,True,142,6,0.5562330260821372,0.2559592349437393,0.8312308720924246,0.9669642451906592,11.28334469141407,6.276168962033068,-0.45083371313801557,0.4628971571940399,-0.08745930532858637,-0.8262715650034691,0.10305545699739799,-8.0177371395707,1.8194425576601768e-15,True
ETS2+CEBPE,ETS2,CEBPE,313,1010,1009,188.2,2.3234160472917584,1.0404231922920542,1.071575329699176,1.2581092627033075,2.23314518986574,76.5146773178353,True,362,17,0.6433686709243875,0.33322634352047736,0.9407508884721666,0.994688395757075,7.374386992391575,4.744449558177059,0.23277444437517048,0.9113524502335721,0.910361860751876,-1.5889398666102776,0.07212424218078983,-22.030593578056187,3.054983198150207e-106,True
ETS2+CNN1,ETS2,CNN1,769,1010,624,248.1,1.4171081977683895,1.0487274781134641,1.07670580832856,1.2359936454233775,1.3512644870501518,22.187734764363075,True,53,5,0.5797082516208458,0.2969930201976284,0.893602658974691,0.9806309717468203,4.1280153482498605,2.3930445601979438,1.131662223340662,0.9113524502335721,0.42979720876769534,-0.20948743566060557,0.06254987839576029,-3.349126185908059,0.0010340161446366536,True
ETS2+IGDCC3,ETS2,IGDCC3,361,1010,498,169.3,1.6263479829701333,1.0583527309789627,1.0879633777552185,1.2869690888567649,1.5366785905732792,34.28930573693561,True,59,5,0.7298587150282477,0.30104966728672916,0.8468646738866044,0.9541770268435869,4.5826303457660345,3.3446726956102526,0.37544921216789806,0.9113524502335721,0.20424691742292023,-0.7401501554885943,0.07613809212033008,-9.721154482290506,5.190420882766562e-22,True
ETS2+IKZF3,ETS2,IKZF3,381,1010,556,180.2,1.591526363505205,1.0478362510820467,1.0783510513624093,1.270041504334307,1.5188693480128383,32.5876275309964,True,55,4,0.35722725072249945,0.19844805703951682,0.946608194264177,0.9615306923599015,9.422248336689462,3.3658838689402195,0.42937062896171874,0.9113524502335721,0.31441513464884974,-0.7963969559207031,0.07375876450882872,-10.797319630067511,9.630392040343756e-27,True
ETS2+MAP7D1,ETS2,MAP7D1,261,1010,630,152.8,1.6653500004957849,1.068374828646958,1.096368837789098,1.3040757568515489,1.5587694092389515,37.54971048826183,True,26,4,0.5686640070770412,0.2338990404131439,0.8297922469008582,0.9755130081090176,6.2098269293391715,3.531305064892932,0.05109166115771124,0.9113524502335721,0.4393666597838459,-1.2996274488597068,0.0802546630240092,-16.19379360512556,4.648414659421316e-58,True
ETS2+MAPK1,ETS2,MAPK1,411,1010,648,195.9,1.688143978037624,1.0383743504410587,1.069489504982262,1.2517370464213942,1.6257566236305527,38.71133362833568,True,99,14,0.3853726063770271,0.3060814424439652,0.9339135054561446,0.9821525116365757,8.74451963597061,3.369898323629086,0.5051644683312517,0.9113524502335721,0.4675375367505419,-0.8737255186528623,0.07064836227842215,-12.367243775723317,1.4038553436754132e-34,True
ETS2+PRTG,ETS2,PRTG,348,1010,579,174.6,1.573197092623681,1.0531760870366862,1.083231795354998,1.2786366355326015,1.493764539460988,31.282387921657538,True,59,3,0.6169701723790428,0.22367017862755015,0.8628913822410532,0.9764758884100204,5.14309158067166,3.173134099088198,0.33877373360949203,0.9113524502335721,0.35494931797126306,-0.9275280345953432,0.07495790163007443,-12.373986123208159,1.3287846037207715e-34,True
FEV+CBFA2T3,FEV,CBFA2T3,136,625,526,91.0,2.565308883163612,1.1628337522972747,1.2001717167318888,1.3757979670187972,2.2060839549038125,69.4258859814725,True,282,10,0.617835914161589,0.3174800508150084,0.8310541503883487,0.9639527180549357,12.350736553453356,7.630728609071807,-0.6007738604289301,0.4313984901346686,0.2589480531359776,-1.2911204036995763,0.10444264100155894,-12.362004554062404,1.4568123911738603e-34,True
FEV+ISL2,FEV,ISL2,257,625,483,129.9,2.0192275267674753,1.0904592561843462,1.1196023229983516,1.3244737159950617,1.8517221210382548,56.449289169353186,True,180,8,0.5146917417431912,0.23276057483705384,0.8717044652295385,0.9831200046362016,9.503922809987234,4.891590584465174,0.03564733873023762,0.4313984901346686,0.1736634940508397,-0.5694146454552707,0.08717333630492533,-6.531981791582508,1.001621115190772e-10,True
FEV+MAP7D1,FEV,MAP7D1,233,625,630,131.3,1.5939109234254327,1.0904152931704059,1.1207636128155862,1.3244801545461664,1.461746669740024,29.987592707890844,True,15,0,0.49138563636716676,0.15104772245350725,0.8742298451385148,0.9901461966233606,7.941046838409912,3.902116354113532,-0.062390292599282304,0.4313984901346686,0.4393666597838459,-0.9331554425177968,0.08669765198859046,-10.763330045438849,1.3639054889515584e-26,True
FOSB+CEBPB,FOSB,CEBPB,65,498,402,50.0,1.7349765015680674,1.3313923631454798,1.3662858542570742,1.5014075379606482,1.3031293776307236,18.114409423796964,True,29,2,0.47944579313151336,0.23718193556413206,0.8774650034216073,0.9793156418721887,11.877443055959647,5.694590106338959,-1.3390414762693457,0.20424691742292023,-0.009901070982711424,-1.5333873227095545,0.14134868723380342,-10.848260091536572,5.646044906871381e-27,True
FOSB+CEBPE,FOSB,CEBPE,124,498,1009,89.3,1.5813388084972255,1.153813658258395,1.1925795518371243,1.3692103170784262,1.3705322321146303,20.6992865900971,True,32,4,0.39926769506459847,0.25104223627028827,0.9224434883020634,0.9799002161429341,11.34332415573685,4.5290228900316345,-0.6931471805599454,0.20424691742292023,0.910361860751876,-1.8077559587347416,0.1054459955954051,-17.143903365198213,7.271182723209719e-65,True
FOSB+IKZF3,FOSB,IKZF3,196,498,556,110.5,1.8895251417321377,1.187882503485433,1.2236613023573435,1.4019855900015916,1.5906666999370522,36.111616735840464,True,100,7,0.6348932746559872,0.24755026083574347,0.9175993833127805,0.9852700741699929,7.595247709554453,4.822171690142413,-0.23531408693446565,0.20424691742292023,0.31441513464884974,-0.7539761390062356,0.09462085315144514,-7.968392948216829,2.6791838421333493e-15,True
FOSB+OSR2,FOSB,OSR2,321,498,833,154.8,1.4485828373029328,1.0687150893982738,1.0969390683006497,1.3042887352301942,1.3554434214253854,23.61734044235154,True,37,5,0.41377424460485784,0.2133144258717346,0.9117322967174613,0.9721238164824879,7.588391316366241,3.139880884695504,0.2580123769650333,0.20424691742292023,0.7186804825651105,-0.6649150230229974,0.0797204196531779,-8.340586087174366,1.3014651924755212e-16,True
FOSB+PTPN12,FOSB,PTPN12,282,498,353,117.3,1.5468815354405148,1.1313841978618588,1.1621757771715762,1.3577818780329458,1.367246898413361,24.60814613794813,True,50,3,0.8748664404710105,0.3276018130952747,0.7542898209179315,0.9388700051169776,4.057600807714382,3.5498587754973787,0.12847832477313137,0.20424691742292023,-0.139885102668436,0.06411651001864715,0.09180882494914694,0.698369792382828,0.5051520443587094,False
FOSB+UBASH3B,FOSB,UBASH3B,356,498,968,167.0,1.4128100386059566,1.0606888836579893,1.090098679897604,1.2907294176282949,1.33197402214079,21.291222564270132,True,13,3,0.8561196127383919,0.3940051334059969,0.8145621161015855,0.9444208288947353,3.551281832466489,3.040322027136097,0.361501984687048,0.20424691742292023,0.8688789276748441,-0.7116238604107163,0.07667647775471426,-9.280862674563373,3.4449150350854916e-20,True
FOXA1+FOXF1,FOXA1,FOXF1,235,750,704,139.9,1.477930390943998,1.0760665807452117,1.1058758102372717,1.3115818065208331,1.3734562687751928,24.938188844807918,True,16,0,0.5204226301365085,0.23039900650500472,0.8530477642093416,0.9777661792568136,6.715091646202865,3.494685656124591,-0.05384323202082353,0.6137200469286235,0.5504251965563096,-1.2179884755057566,0.08392911518039828,-14.512109092152313,6.0446134452741525e-47,True
FOXA1+FOXL2,FOXA1,FOXL2,168,750,531,107.5,1.4210070117593423,1.2098611404722797,1.2465565987865161,1.418073524137811,1.1745207480625752,10.496712041573339,True,13,1,0.506895271186974,0.26056134516631135,0.8722732951963679,0.9711013985135419,7.487832818676967,3.795547047225985,-0.3894647667617237,0.6137200469286235,0.2684088616402063,-1.2715936753305535,0.09599335769861869,-13.246683997895525,2.1052851951261114e-39,True
FOXA1+HOXB9,FOXA1,HOXB9,252,750,590,140.2,1.5315429478465274,1.0751736257431546,1.104697801933243,1.3107695341429106,1.4244610462686274,28.520077435881507,True,33,3,0.43760175166438364,0.27649287390991834,0.8998217889975004,0.9757744563661078,8.552879834162553,3.7427551972045165,0.016000341346440905,0.6137200469286235,0.37376937729803217,-0.9714890828802147,0.0838536163903994,-11.585535898144553,1.4521000791297972e-30,True
FOXA3+FOXA1,FOXA3,FOXA1,179,397,750,104.4,1.320039111983392,1.211777988164524,1.2449073656429288,1.4156698601453785,1.0893407248491538,5.719854991173755,True,6,0,0.41639586834955206,0.16922133892363117,0.9094296806623792,0.9883237677588954,8.237482598136626,3.4300537194654246,-0.32604294032422754,-0.022416878914541805,0.6137200469286235,-0.9173461083383092,0.0973957679794236,-9.418747111600506,9.510467961350824e-21,True
FOXA3+FOXF1,FOXA3,FOXF1,142,397,704,89.9,1.326498180142338,1.1573243872205508,1.1955345136220707,1.3717743095754575,1.146176642253325,8.261340987543182,True,3,0,0.5219682023662842,0.1739614762275965,0.8589083491355886,0.9835785175762688,7.0523300144490735,3.6810920201357735,-0.5576016885637216,-0.022416878914541805,0.5504251965563096,-1.0856100062054894,0.10505436554455358,-10.333792418603318,1.1913820212284712e-24,True
FOXA3+FOXL2,FOXA3,FOXL2,97,397,531,67.3,1.5954139855944403,1.2355675094553977,1.2720036703072553,1.4330936590319152,1.2912398338295998,17.035528382744484,True,11,1,0.5174082510648473,0.28469500848529555,0.8548088882029257,0.9624469746494767,10.245113670408193,5.300906346166462,-0.9387177676615996,-0.022416878914541805,0.2684088616402063,-1.1847097503872641,0.12159296165017282,-9.74324281857461,4.323688459314553e-22,True
FOXA3+HOXB9,FOXA3,HOXB9,279,397,590,126.0,1.5220089371440224,1.094509351437285,1.1215249361917765,1.3276899027525224,1.390585594490677,26.962329229546654,True,31,3,0.4035017967348299,0.23094342926808853,0.9136851996382153,0.984436082345866,9.560529025860191,3.8576906396700803,0.11778303565638293,-0.022416878914541805,0.37376937729803217,-0.23356946272710744,0.08852662877325217,-2.6384090975085135,0.010108741358972793,True
FOXF1+FOXL2,FOXF1,FOXL2,162,704,531,104.0,1.596068741489896,1.2120415744025286,1.2446805791529694,1.4153393316679435,1.3168432298014796,20.466317147023577,True,27,1,0.49951349025610675,0.32675818356861497,0.8714796912076396,0.9512673759873951,9.112932696325172,4.552032817610381,-0.4258324109325988,0.5504251965563096,0.2684088616402063,-1.2446664691291147,0.09759016303558021,-12.754015675486926,1.2337130696784888e-36,True
FOXF1+HOXB9,FOXF1,HOXB9,166,704,590,107.8,1.3777561745810842,1.2096483321681941,1.2467396965410995,1.418340378755364,1.1389724913781931,8.302711997922628,True,10,2,0.4775828520108729,0.3292257550235627,0.8778188886511549,0.9602498926032578,7.570442489481003,3.61551351511063,-0.4014409578084388,0.5504251965563096,0.37376937729803217,-1.3256355316627806,0.09583887650855884,-13.831918527805316,8.520741978735942e-43,True
FOXL2+HOXB9,FOXL2,HOXB9,80,531,590,61.7,1.5270505871142275,1.261102009882,1.2968105161899168,1.4530465933399683,1.2108858562973126,12.503553787360515,True,10,2,0.4718474233402404,0.3304448348678342,0.8797797935007888,0.9603154317031318,10.198159439566753,4.8119752543725225,-1.1314021114911013,0.2684088616402063,0.37376937729803217,-1.7735803504293397,0.12711575948170517,-13.952482034177658,1.6513279748224095e-43,True
FOXL2+MEIS1,FOXL2,MEIS1,171,531,674,106.9,1.3033229416017529,1.2101911930208027,1.2462726254670125,1.4176596490919715,1.0769562273449376,4.677438818821732,True,1,0,0.47934506729670845,0.19229529706828866,0.8766480728628068,0.9891148498896458,7.078115923886873,3.392859953869457,-0.3717651896623222,0.2684088616402063,0.5068769513105744,-1.1470510026131029,0.09623342663708691,-11.919465436254628,2.928370437740192e-32,True
IGDCC3+MAPK1,IGDCC3,MAPK1,284,498,648,138.7,2.1722531773752047,1.0805246583683048,1.1117570163987358,1.3156370761632352,2.01036890787436,65.4627658269038,True,204,6,1.01029182176466,0.4367635919681275,0.8182829816578912,0.9198945312448817,4.661630366177913,4.709607035039342,0.1355454919962238,0.20424691742292023,0.4675375367505419,-0.5362389621772383,0.08430702173851481,-6.360549229700317,3.064536732980222e-10,True
IGDCC3+PRTG,IGDCC3,PRTG,107,498,579,75.7,1.7296781253275997,1.2018368726548139,1.2392342526700741,1.4067361752743837,1.439195422176392,25.21971092260058,True,42,6,0.7110405405031881,0.577049354473281,0.8846943924883477,0.9810177349637466,7.163795623476484,5.093749112171093,-0.8405999117030767,0.20424691742292023,0.35494931797126306,-1.39979614709726,0.11465706296055794,-12.208547044143195,9.45412016891028e-34,True
IGDCC3+ZBTB25,IGDCC3,ZBTB25,98,498,583,71.1,1.422164137652531,1.2198364269234634,1.256720875131417,1.420801221306083,1.165864624357346,9.619531047503123,True,0,0,0.4191408188298127,0.1441021252696383,0.9062277202674922,0.9904929165642041,9.314250060873043,3.9039823972999597,-0.9284612674944102,0.20424691742292023,0.36183402674875964,-1.49454221166609,0.11830851566089126,-12.632583574540902,5.6297445493223555e-36,True
